$no_mixed_refs,$rc_lookahead_40,$no_cabac,$no_8x8dct,$no_asm,$rc_lookahead,$ref_1,$no_fast_pskip,$no_weightb,$rc_lookahead_20,$ref_5,$no_mbtree,$ref_9,$no_deblock,$ref,$rc_lookahead_60,$<MainMemory, $<Performance
0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,-1,715.25
1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,-1,254.706666667
0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,-1,706.833333333
1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,-1,615.093333333
1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,-1,609.2
0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,-1,714.666666667
1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,-1,615.06
0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,-1,706.59
1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,-1,608.68
0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,-1,690.716666667
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,-1,683.763333333
0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,-1,690.216666667
1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,-1,254.013333333
0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,-1,683.256666667
0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,-1,783.876666667
0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,-1,783.776666667
0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,-1,775.663333333
0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,-1,775.54
1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,-1,561.743333333
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,-1,555.613333333
1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,-1,651.49
1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,-1,644.356666667
1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,-1,561.42
1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,-1,261.206666667
1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,-1,651.286666667
1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,-1,555.26
1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,-1,643.983333333
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,-1,260.55
1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,-1,287.086666667
1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,-1,291.61
1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,-1,286.44
0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,-1,259.903333333
1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,290.916666667
1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,-1,244.333333333
1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,-1,244.28
1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,-1,276.026666667
1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,-1,275.47
1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,-1,249.606666667
1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,-1,279.81
1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,-1,249.41
1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,279.266666667
0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,-1,277.813333333
0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,-1,268.786666667
0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,-1,262.233333333
0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,-1,268.396666667
0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,-1,270.153333333
0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,-1,262.566666667
0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,-1,266.526666667
0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,-1,262.29
0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,-1,278.12
0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,-1,268.873333333
0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,-1,277.533333333
0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,-1,268.206666667
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,-1,270.136666667
1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,-1,278.226666667
1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,-1,277.853333333
1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,-1,270.726666667
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,-1,275.373333333
1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,-1,278.076666667
1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,-1,270.013333333
1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,-1,277.563333333
1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-1,262.653333333
1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,-1,262.17
1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,-1,262.53
1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,-1,262.276666667
1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,-1,268.763333333
1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,-1,268.883333333
1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,-1,268.396666667
0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,-1,266.113333333
1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,-1,268.263333333
0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,-1,256.333333333
0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,-1,263.436666667
0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,-1,262.793333333
0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,-1,246.486666667
0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,-1,251.87
0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,-1,246.4
0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,-1,251.573333333
1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-1,256.82
1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,-1,256.34
1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,-1,246.543333333
1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,-1,246.273333333
1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,-1,263.206666667
1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,-1,251.823333333
1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,-1,262.643333333
1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,-1,251.586666667
0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,-1,256.666666667
0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,-1,256.273333333
0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,-1,263.253333333
0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,-1,262.61
1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,-1,256.72
1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,-1,263.073333333
1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,-1,256.32
1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,-1,262.51
0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,-1,246.41
0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,-1,246.2
1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,-1,246.58
1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,-1,246.236666667
0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,-1,251.786666667
1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,-1,251.86
0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,-1,251.53
1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,-1,251.636666667
0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,-1,305.173333333
0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,-1,310.696666667
0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,-1,310.286666667
0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,-1,295.49
0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,-1,299.813333333
0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,-1,295.426666667
1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,-1,275.69
0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,-1,299.706666667
0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,-1,305.443333333
0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,-1,305.04
0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,-1,295.61
0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,-1,295.503333333
0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,-1,310.776666667
0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,-1,299.906666667
0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,-1,310.316666667
0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,-1,299.626666667
0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,-1,287.05
0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,-1,286.426666667
0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,-1,291.59
0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,-1,291.066666667
0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,-1,287.106666667
0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,-1,291.576666667
0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,-1,286.4
0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,-1,291.2
0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,-1,276.01
0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,-1,275.56
0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,-1,275.973333333
1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1,275.956666667
0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-1,275.453333333
0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,-1,279.753333333
0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,-1,279.89
0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,-1,279.246666667
0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,-1,279.156666667
1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-1,305.503333333
1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,-1,305.03
1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,-1,310.696666667
1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,-1,310.25
1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,-1,295.68
1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,-1,268.11
1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,-1,299.75
1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,-1,295.36
1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,-1,299.69
1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,-1,287.21
1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,-1,286.28
1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,-1,275.896666667
1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,-1,275.523333333
1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,-1,291.673333333
1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,-1,279.74
1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,-1,291.173333333
1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,-1,275.31
1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,-1,279.26
1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,-1,305.433333333
1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,-1,305.0
1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,-1,310.753333333
1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,-1,310.283333333
1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,-1,287.036666667
1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,-1,291.603333333
1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,-1,286.336666667
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,-1,291.21
1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,-1,295.58
1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,-1,295.446666667
1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,-1,276.01
1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-1,275.406666667
1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,-1,299.84
1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,-1,279.903333333
1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,-1,299.733333333
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,-1,279.193333333
1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,-1,259.963333333
0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,-1,269.916666667
0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,-1,263.643333333
0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,-1,279.333333333
0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,-1,269.95
1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,-1,279.533333333
1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,-1,272.053333333
1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,-1,279.303333333
1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,-1,263.886666667
1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,-1,260.38
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,-1,263.753333333
1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,-1,270.09
1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,-1,270.063333333
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,-1,310.606666667
0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,-1,295.576666667
0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,-1,299.866666667
1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,-1,305.35
1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,-1,295.62
1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,-1,310.673333333
1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,-1,259.84
1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,-1,299.89
0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,-1,305.5
0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,-1,310.686666667
1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,-1,305.433333333
1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,-1,310.673333333
0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,-1,295.606666667
1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,-1,295.683333333
0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,-1,299.85
1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,-1,299.96
1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,-1,266.67
0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,-1,279.036666667
0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,-1,263.366666667
0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,-1,269.733333333
0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,-1,271.38
0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,-1,263.363333333
0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,-1,279.083333333
0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,-1,269.523333333
0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,-1,304.96
0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,-1,310.226666667
0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,-1,305.146666667
1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,-1,266.51
0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,-1,310.326666667
0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,-1,295.353333333
0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,-1,295.423333333
0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,-1,299.813333333
0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,-1,299.796666667
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,-1,271.416666667
1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,-1,279.096666667
1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,-1,263.403333333
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,-1,269.583333333
1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,-1,305.026666667
1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,-1,266.22
1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,-1,295.413333333
1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,-1,310.263333333
1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,-1,299.676666667
1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,-1,271.403333333
1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,-1,279.013333333
1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,-1,305.103333333
1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,-1,310.253333333
1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,-1,263.373333333
1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,-1,295.41
1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,-1,269.493333333
1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,-1,266.273333333
1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,-1,299.676666667
0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,-1,264.293333333
0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,247.73
0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,-1,252.963333333
0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,-1,257.926666667
0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,-1,247.506666667
0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,264.286666667
0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,253.01
1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,258.113333333
1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,-1,264.38
1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,-1,257.876666667
1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,264.33
1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,247.716666667
1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,-1,247.693333333
1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,-1,253.126666667
1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,253.08
0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,-1,257.463333333
0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,-1,263.91
0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,-1,247.483333333
0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,-1,252.826666667
1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,-1,257.406666667
1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,-1,247.666666667
1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,-1,263.846666667
1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,-1,252.78
0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,-1,257.45
0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,-1,263.853333333
1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,-1,257.53
1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,-1,263.92
0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,-1,247.516666667
1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,-1,247.536666667
0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,-1,252.736666667
1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,-1,252.63
0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,-1,287.113333333
0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,-1,291.643333333
0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,-1,275.97
0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,-1,279.84
0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,-1,287.106666667
0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,-1,275.96
0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,-1,291.53
0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,-1,310.176666667
0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,-1,279.756666667
0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,-1,286.353333333
0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,-1,291.14
0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,-1,286.326666667
0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,-1,291.056666667
0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,-1,275.453333333
0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,-1,275.426666667
0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,-1,279.223333333
0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,-1,279.216666667
1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,-1,287.053333333
1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,-1,291.483333333
1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,-1,275.986666667
1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,-1,279.853333333
1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,-1,286.47
1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,-1,275.39
1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,-1,291.276666667
1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,-1,279.13
1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,-1,287.063333333
1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,-1,291.586666667
1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,-1,286.456666667
0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,-1,299.66
1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,-1,291.236666667
1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,-1,276.073333333
1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,-1,275.46
1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,-1,279.926666667
1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,-1,279.246666667
0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,-1,446.633333333
0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,515.543333333
0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,-1,518.143333333
0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,438.196666667
0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,-1,295.366666667
0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,507.75
0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,-1,439.606666667
0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,-1,509.273333333
0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,-1,444.333333333
0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,-1,446.6
0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,-1,437.933333333
0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,-1,439.26
0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,-1,515.663333333
0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,-1,507.39
0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,-1,517.123333333
0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,-1,299.636666667
0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,-1,508.623333333
1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,383.053333333
1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,-1,382.12
1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,449.28
1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,-1,448.53
