$no_mixed_refs,$rc_lookahead_40,$no_cabac,$no_8x8dct,$no_asm,$rc_lookahead,$ref_1,$no_fast_pskip,$no_weightb,$rc_lookahead_20,$ref_5,$no_mbtree,$ref_9,$no_deblock,$ref,$rc_lookahead_60,$<MainMemory, $<Performance
1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,-1,382.883333333
1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,-1,449.133333333
1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,-1,382.01
1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,-1,448.11
1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,380.663333333
1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,-1,379.456666667
1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,-1,380.276666667
1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,-1,379.4
1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,445.836666667
1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,-1,445.456666667
1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,-1,444.606666667
1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,-1,444.38
0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,-1,519.583333333
0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,-1,521.843333333
0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,-1,571.396666667
1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,-1,304.966666667
0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,-1,573.63
0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,-1,511.58
0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,-1,562.676666667
0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,-1,513.233333333
0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,-1,564.2
1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,-1,433.223333333
1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,-1,432.666666667
1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,-1,428.383333333
1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,-1,427.753333333
1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,-1,482.876666667
1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,-1,295.506666667
1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,-1,476.913333333
1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,-1,482.256666667
1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,-1,476.33
0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,-1,519.153333333
0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,-1,521.606666667
0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,-1,571.31
0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,-1,573.4
1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,-1,433.153333333
1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,-1,482.613333333
1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,-1,432.796666667
1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,-1,295.256666667
1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,-1,482.04
0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,-1,511.343333333
0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,-1,513.0
1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,-1,428.073333333
1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,-1,427.476666667
0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,-1,562.296666667
1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,-1,476.953333333
0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,-1,564.03
1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,-1,476.126666667
0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,-1,425.15
1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,-1,310.52
0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,-1,427.07
0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,-1,493.893333333
0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,-1,495.1
0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,-1,418.563333333
0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,-1,486.636666667
0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,-1,420.01
0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,-1,487.373333333
0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,-1,424.82
0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,-1,426.75
0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,-1,418.123333333
1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,-1,299.77
0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,-1,419.82
0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,-1,493.44
0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,-1,486.57
0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,-1,494.266666667
0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,-1,487.056666667
0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,-1,492.306666667
0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,-1,494.233333333
0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,-1,543.463333333
0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,-1,544.74
0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,-1,492.353333333
1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,-1,310.153333333
0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,-1,543.216666667
0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,-1,493.71
0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,-1,544.75
0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,-1,485.476666667
0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,-1,487.01
0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,-1,485.523333333
0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,-1,486.826666667
0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,-1,535.8
0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,-1,535.86
0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,-1,537.143333333
1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,-1,299.636666667
0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,-1,536.876666667
1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,-1,369.81
1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,-1,368.986666667
1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,-1,433.86
1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,-1,433.0
1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,-1,364.76
1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,-1,428.413333333
1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,-1,363.936666667
1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,-1,427.243333333
1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,-1,414.846666667
1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,-1,414.173333333
1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,-1,408.75
1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,-1,408.073333333
1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,-1,463.39
1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,-1,456.706666667
1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,-1,462.57
1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,-1,455.68
1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,-1,369.463333333
1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,-1,368.63
1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,-1,433.693333333
0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,-1,304.996666667
1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,-1,432.77
1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,-1,414.686666667
1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,-1,463.346666667
1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,-1,413.88
1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,-1,462.436666667
1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,-1,364.346666667
1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,-1,363.56
1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,-1,408.616666667
1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,-1,407.686666667
1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,-1,428.16
0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,-1,310.576666667
1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,-1,456.363333333
1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,-1,427.06
1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,-1,455.4
0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,-1,447.626666667
0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,-1,516.766666667
0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,-1,518.8
0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,-1,439.106666667
0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,-1,508.983333333
0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,-1,440.673333333
0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,-1,310.216666667
0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,-1,510.21
0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,-1,445.486666667
0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,-1,447.646666667
0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,-1,439.02
0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,-1,440.41
0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,-1,516.586666667
0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,-1,508.546666667
0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,-1,518.566666667
0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,-1,509.803333333
1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,-1,384.196666667
1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,-1,305.48
1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,-1,383.26
1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,-1,450.156666667
1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,-1,449.383333333
1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,-1,383.89
1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,-1,450.13
1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,-1,382.98
1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,-1,449.03
1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,-1,381.403333333
1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,-1,380.526666667
1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,-1,381.213333333
1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,-1,310.793333333
1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,-1,380.18
1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,-1,446.64
1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,-1,446.63
1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,-1,445.666666667
1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,-1,445.213333333
0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,-1,426.416666667
0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,-1,428.026666667
0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,-1,494.596666667
0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,-1,495.56
0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,-1,419.7
1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,-1,304.94
0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,-1,487.736666667
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,-1,421.113333333
0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,-1,488.773333333
1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,-1,370.77
1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,-1,369.68
1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,-1,365.903333333
1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,-1,365.04
1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,-1,434.97
1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,-1,429.643333333
1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,-1,433.913333333
1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,-1,310.29
1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,-1,428.263333333
0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,-1,425.873333333
0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,-1,427.796666667
0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,-1,494.32
0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,-1,495.45
1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,-1,370.556666667
1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,-1,434.643333333
1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,-1,369.616666667
1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,-1,433.926666667
0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,-1,419.396666667
0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,-1,295.59
0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,-1,420.683333333
1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,-1,365.443333333
1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,-1,364.496666667
0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,-1,487.583333333
1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,-1,429.256666667
0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,-1,488.26
1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,-1,428.156666667
0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,519.413333333
0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,-1,521.98
0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,-1,571.51
0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,-1,295.333333333
0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,-1,573.756666667
0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,511.373333333
0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,-1,562.923333333
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,-1,513.523333333
0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,-1,564.166666667
0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,-1,518.96
0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,-1,521.51
0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,-1,511.406666667
0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,-1,512.773333333
0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,-1,571.473333333
1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,-1,295.526666667
0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,-1,562.186666667
0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,-1,573.24
0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,-1,564.146666667
0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,492.366666667
0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,-1,494.34
0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,-1,543.523333333
0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,-1,544.823333333
0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,-1,492.36
0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,-1,543.083333333
0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,-1,493.703333333
1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,-1,295.41
0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,-1,544.58
0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,485.59
0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,-1,486.973333333
0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,-1,485.436666667
0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,-1,487.116666667
0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,-1,535.706666667
0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,-1,535.553333333
0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,-1,537.113333333
0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,-1,536.85
1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,433.223333333
0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,-1,299.69
1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,-1,432.756666667
1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,-1,482.816666667
1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,-1,482.376666667
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,428.373333333
1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,-1,476.863333333
1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,-1,427.793333333
1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,-1,476.31
1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,414.996666667
1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,-1,414.243333333
1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,408.683333333
1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,-1,299.843333333
1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,-1,407.99
1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,-1,463.31
1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,-1,456.616666667
1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,-1,462.74
1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,-1,455.72
1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,-1,433.213333333
1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,-1,432.676666667
1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,-1,482.64
1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,-1,482.08
1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,-1,414.67
0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,-1,299.646666667
1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,-1,463.5
1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,-1,413.913333333
1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,-1,462.5
1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,-1,428.02
1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,-1,427.52
1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,-1,408.606666667
1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,-1,407.763333333
1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,-1,476.9
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,-1,456.436666667
1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,-1,476.093333333
1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,-1,299.703333333
1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,-1,455.513333333
0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,-1,505.856666667
0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,-1,435.976666667
0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,-1,513.53
0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,-1,505.636666667
1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,-1,447.423333333
1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,-1,380.84
1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,-1,447.136666667
1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,-1,378.416666667
1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,-1,378.283333333
1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,-1,443.92
1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,-1,443.646666667
0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,-1,571.566666667
0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,-1,511.693333333
0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,-1,562.57
1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,-1,433.223333333
1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,-1,428.426666667
1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,-1,482.903333333
1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,-1,476.996666667
0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,-1,519.026666667
0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,-1,571.35
1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,-1,433.266666667
1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,-1,482.59
0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,-1,511.48
1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,-1,428.083333333
0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,-1,562.183333333
1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,-1,476.936666667
0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,-1,516.22
0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,-1,437.92
0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,-1,507.403333333
0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,-1,444.52
0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,-1,437.483333333
0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,-1,515.686666667
0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,-1,260.496666667
0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,-1,506.93
0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,-1,521.7
0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,-1,573.653333333
0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,-1,521.443333333
0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,-1,573.46
0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,-1,513.233333333
0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,-1,512.87
0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,-1,564.093333333
0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,-1,564.063333333
1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,-1,380.146666667
1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,-1,446.68
1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,-1,377.83
1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,-1,442.81
1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,-1,432.773333333
1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,-1,427.66
1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,-1,482.373333333
1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,-1,476.223333333
1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,-1,380.1
1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,-1,446.25
1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,-1,432.723333333
0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,-1,249.496666667
1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,-1,482.083333333
1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,-1,377.503333333
1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,-1,427.493333333
1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,-1,442.5
1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,-1,476.1
0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,-1,492.126666667
0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,-1,416.886666667
0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,-1,484.853333333
0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,-1,422.646666667
