$no_mixed_refs,$rc_lookahead_40,$no_cabac,$no_8x8dct,$no_asm,$rc_lookahead,$ref_1,$no_fast_pskip,$no_weightb,$rc_lookahead_20,$ref_5,$no_mbtree,$ref_9,$no_deblock,$ref,$rc_lookahead_60,$<MainMemory, $<Performance
0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,-1,244.23
0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,-1,416.263333333
0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,-1,491.686666667
0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,-1,484.29
1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,-1,367.963333333
1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,-1,432.143333333
1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,-1,367.543333333
1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,-1,432.03
1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,-1,362.626666667
1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,-1,362.613333333
1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,-1,426.526666667
0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,-1,249.363333333
1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,-1,426.443333333
0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,-1,425.063333333
0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,-1,493.306666667
0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,-1,418.19
0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,-1,485.536666667
1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,-1,367.066666667
1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,-1,362.036666667
1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,-1,431.0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,-1,425.246666667
0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,-1,424.49
0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,-1,492.663333333
1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,-1,366.836666667
1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,-1,430.696666667
0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,-1,417.633333333
1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,-1,361.703333333
0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,-1,485.35
1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,-1,424.89
0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,-1,492.623333333
0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,-1,543.59
0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,-1,485.66
0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,-1,254.033333333
0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,-1,535.626666667
0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,-1,492.266666667
0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,-1,485.583333333
0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,-1,543.03
0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,-1,535.696666667
0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,-1,494.256666667
0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,-1,545.016666667
0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,-1,493.986666667
0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,-1,544.506666667
0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,-1,487.09
0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,-1,244.303333333
0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,-1,486.816666667
0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,-1,537.153333333
0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,-1,536.95
1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,-1,414.833333333
1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,-1,463.24
1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,-1,408.84
1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,-1,456.74
1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,-1,414.23
1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,-1,408.07
1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,-1,462.626666667
0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,-1,244.353333333
1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,-1,455.64
1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,-1,414.736666667
1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,-1,463.363333333
1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,-1,414.033333333
1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,-1,462.473333333
1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,-1,408.626666667
1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,-1,407.756666667
1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,-1,456.37
1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,-1,455.493333333
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,-1,261.31
0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,-1,730.01
0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,-1,601.59
0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,-1,739.903333333
0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,-1,729.3
1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,-1,631.043333333
1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,-1,509.523333333
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,-1,249.64
1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,-1,630.576666667
1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,-1,507.246666667
1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,-1,506.88
1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,-1,627.053333333
1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,-1,627.113333333
0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,817.793333333
0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,-1,712.743333333
0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,807.333333333
1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,-1,580.736666667
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,-1,260.616666667
1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,-1,576.54
1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,672.373333333
1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,666.553333333
0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,-1,721.756666667
0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,-1,817.34
1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,-1,580.73
1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,-1,672.136666667
0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,-1,712.81
1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,-1,576.216666667
0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,-1,807.016666667
0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,-1,266.19
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,-1,249.463333333
1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,-1,666.25
0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,-1,711.233333333
0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,-1,579.176666667
0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,-1,704.22
0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,-1,584.82
0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,-1,579.023333333
0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,-1,711.293333333
0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,-1,703.5
0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,-1,687.39
0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,-1,780.93
0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,-1,687.093333333
0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,-1,780.656666667
0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,-1,680.646666667
0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,-1,680.616666667
0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,-1,773.67
0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,-1,773.276666667
1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,-1,496.893333333
1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,-1,615.336666667
1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,-1,491.52
0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,-1,286.286666667
1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,-1,609.33
1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,-1,561.926666667
1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,-1,556.513333333
1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,-1,652.466666667
1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,-1,645.446666667
1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,-1,496.23
1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,-1,615.056666667
1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,-1,561.96
1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,-1,652.55
1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,-1,491.236666667
0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,-1,291.633333333
1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,-1,556.326666667
1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,-1,608.996666667
1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,-1,645.376666667
0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,-1,743.163333333
0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,-1,605.273333333
0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,-1,732.006666667
0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,-1,614.57
0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,-1,604.916666667
0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,-1,743.123333333
0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,-1,291.01
0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,-1,731.193333333
1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,-1,508.71
1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,-1,629.62
1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,-1,508.423333333
1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,-1,629.39
1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,-1,506.36
1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,-1,506.223333333
1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,-1,625.796666667
1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,-1,625.71
0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,-1,588.673333333
0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,-1,287.06
0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,-1,713.673333333
0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,-1,581.406666667
0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,-1,705.453333333
1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,-1,495.723333333
1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,-1,490.473333333
1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,-1,613.763333333
1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,-1,607.626666667
0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,-1,588.67
0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,-1,713.39
1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,-1,495.49
0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,-1,291.62
1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,-1,613.396666667
0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,-1,581.243333333
1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,-1,490.043333333
0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,-1,704.806666667
1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,-1,607.376666667
0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,-1,726.89
0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,-1,821.52
0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,-1,716.033333333
0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,-1,809.936666667
0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,-1,726.51
0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,-1,286.396666667
0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,-1,715.923333333
0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,-1,821.963333333
0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,-1,809.57
0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,-1,690.59
0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,-1,784.02
0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,-1,690.463333333
0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,-1,783.493333333
0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,-1,683.75
0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,-1,683.42
0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,-1,775.853333333
0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,291.15
0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,-1,775.803333333
1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,-1,580.543333333
1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,-1,671.73
1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,-1,575.863333333
1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,-1,665.223333333
1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,-1,561.79
1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,-1,555.58
1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,-1,651.703333333
1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,-1,644.156666667
1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,-1,580.373333333
0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,-1,275.923333333
1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,-1,671.4
1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,-1,561.373333333
1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,-1,651.203333333
1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,-1,575.476666667
1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,-1,555.203333333
1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,-1,665.283333333
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,-1,643.96
0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,-1,742.463333333
0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,-1,604.886666667
0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,-1,275.386666667
0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,-1,731.76
0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,-1,613.516666667
0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,-1,604.483333333
0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,-1,741.886666667
0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,-1,731.41
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,-1,511.506666667
1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,-1,632.943333333
1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,-1,511.733333333
1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,-1,632.826666667
1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,-1,509.893333333
0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,-1,275.926666667
1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,-1,509.473333333
1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,-1,629.336666667
1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,-1,629.396666667
0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,-1,721.873333333
0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,-1,817.99
0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,-1,712.87
0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,-1,807.436666667
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,-1,580.74
1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,-1,576.48
1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,-1,672.6
0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,-1,275.433333333
1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,-1,666.686666667
0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,-1,721.866666667
0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,-1,817.353333333
1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,-1,580.606666667
1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,-1,672.206666667
0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,-1,712.726666667
1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,-1,576.246666667
0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,-1,806.923333333
1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,-1,666.33
0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,-1,617.42
0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,-1,279.79
0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,-1,745.596666667
0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,-1,607.926666667
0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,-1,734.21
0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,-1,616.96
0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,-1,607.7
0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,-1,745.443333333
0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,-1,733.763333333
0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,-1,726.916666667
0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,-1,821.76
0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,-1,726.6
0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,-1,279.776666667
0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,-1,821.51
0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,-1,715.826666667
0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,-1,715.746666667
0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,-1,809.806666667
0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,-1,809.53
1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,-1,510.836666667
1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,-1,631.736666667
1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,-1,508.766666667
1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,-1,628.15
1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,-1,580.476666667
0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,-1,279.15
1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,-1,575.663333333
1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,-1,671.746666667
1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,-1,665.2
1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,-1,510.89
1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,-1,631.583333333
1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,-1,580.41
1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,-1,671.55
1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,-1,508.606666667
1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,-1,575.553333333
1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,-1,627.813333333
0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,279.15
1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,-1,665.166666667
0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,-1,588.54
0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,-1,713.576666667
0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,-1,581.813333333
0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,-1,706.246666667
0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,-1,588.2
0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,-1,581.716666667
0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,-1,712.953333333
0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,-1,706.063333333
1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,-1,499.27
1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,-1,617.206666667
1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,-1,498.826666667
1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,-1,616.97
1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,-1,493.96
1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,-1,493.543333333
1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,-1,611.6
1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,-1,611.433333333
0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,590.55
0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,-1,715.736666667
0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,584.976666667
1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,-1,254.11
0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,-1,707.596666667
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,497.803333333
1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,493.006666667
1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,-1,615.9
1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,-1,609.886666667
0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,-1,590.836666667
0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,-1,715.583333333
1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,-1,497.37
1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,-1,616.133333333
0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,-1,583.846666667
1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,-1,261.203333333
1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,-1,492.426666667
0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,-1,707.493333333
1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,-1,609.696666667
0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,-1,687.473333333
0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,-1,781.163333333
0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,-1,680.563333333
0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,-1,773.436666667
0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,-1,687.033333333
0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,-1,680.726666667
0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,-1,780.79
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,-1,254.63
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1,271.97
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-1,442.034
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1,610.44
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,-1,260.388
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-1,268.064
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,-1,275.95
0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,-1,305.236
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1,268.72
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-1,268.704
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1,268.816
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,270.586
